Number of Records,avg_sale_to_list,avg_sale_to_list_mom,avg_sale_to_list_yoy,city,homes_sold,homes_sold_mom,homes_sold_yoy,inventory,inventory_mom,inventory_yoy,median_dom,median_dom_mom,median_dom_yoy,median_list_ppsf,median_list_ppsf_mom,median_list_ppsf_yoy,median_list_price,median_list_price_mom,median_list_price_yoy,median_ppsf,median_ppsf_mom,median_ppsf_yoy,median_sale_price,median_sale_price_mom,median_sale_price_yoy,new_listings,new_listings_mom,new_listings_yoy,period_begin,period_duration,period_end,price_drops,price_drops_mom,price_drops_yoy,property_type,region,region_type,sold_above_list,sold_above_list_mom,sold_above_list_yoy,state,state_code,table_id
1,0.949591907632885,0.0155758576346312,,,16,0.333333333333333,,133.0,0.0472440944881889,,114,98.0,,163.934426229508,0.0013291980505096,,158250.0,-0.0905172413793104,,139.193624003751,-0.105061570037599,,167000.0,-0.185365853658537,,31,0.0689655172413792,,2009-08-01,30,2009-08-31,,,,Condo/Co-op,"Clackamas County, OR",county,0.0,-0.166666666666667,,Oregon,OR,2327
1,0.960329428448115,0.0094590094629167,,,13,0.0833333333333333,,47.0,-0.0408163265306123,,77,18.0,,168.673762155104,0.26968622013676,,181950.0,1.16865315852205,,147.69647696477,-0.0687109023304431,,148000.0,-0.0198675496688742,,8,-0.2,,2009-08-01,30,2009-08-31,,,,Condo/Co-op,"Lane County, OR",county,0.0,-0.166666666666667,,Oregon,OR,2344
1,0.880952195127406,0.081213796350846,,,7,0.0,,98.0,0.0888888888888888,,88,46.0,,116.081334332834,-0.625916499259278,,124900.0,-0.602469210460566,,153.801508995937,0.0217602547237918,,227500.0,0.0990338164251208,,12,-0.333333333333333,,2009-08-01,30,2009-08-31,,,,Condo/Co-op,"Marion County, OR",county,0.0,0.0,,Oregon,OR,2348
1,0.967434238051344,0.0099518896462231,,,110,-0.153846153846154,,824.0,0.027431421446384,,59,-3.0,,307.0,0.189924468109221,,255000.0,0.244509516837482,,278.282593275403,0.0838619114923114,,233500.0,0.111904761904762,,166,-0.121693121693122,,2009-08-01,30,2009-08-31,,,,Condo/Co-op,"Multnomah County, OR",county,0.145454545454545,0.0531468531468531,,Oregon,OR,2350
1,0.964422879564445,-0.0143119503128453,,,41,-0.145833333333333,,260.0,0.0924369747899159,,79,34.0,,142.785571142285,0.0042959399857613,,149900.0,0.135606060606061,,134.146341463415,-0.0212135369266256,,126500.0,-0.175895765472313,,73,0.327272727272727,,2009-08-01,30,2009-08-31,,,,Condo/Co-op,"Washington County, OR",county,0.0731707317073171,-0.15599593495935,,Oregon,OR,2358
1,0.932203389830508,,,,1,,,5.0,,,14,,,120.932562744845,,,152400.0,,,106.837606837607,,,275000.0,,,2,,,2009-08-01,30,2009-08-31,,,,Condo/Co-op,"Yamhill County, OR",county,0.0,,,Oregon,OR,2360
1,1.0,0.0,,,58,-0.0169491525423728,,,,,88,-6.0,,92.2045264040235,0.0101908389810579,,106000.0,-0.0822510822510822,,101.279317697228,-0.0838403004636059,,130000.0,0.101694915254237,,52,-0.0714285714285714,,2009-08-01,30,2009-08-31,,,,Condo/Co-op,"Allegheny County, PA",county,0.0,0.0,,Pennsylvania,PA,2362
1,1.0,0.0,,,4,-0.333333333333333,,,,,70,-74.0,,105.053620032878,0.666367766038752,,156878.0,1.70479310344828,,115.278441610857,0.0862063742152475,,162747.0,0.154234042553191,,10,9.0,,2009-08-01,30,2009-08-31,,,,Condo/Co-op,"Beaver County, PA",county,0.0,0.0,,Pennsylvania,PA,2364
1,0.965259209391544,-0.0092861100938924,,,48,0.333333333333333,,190.0,-0.0104166666666666,,95,0.0,,159.642323156175,-0.0431004438566924,,199900.0,-0.0909504320145521,,178.571428571429,0.0821214713430283,,218500.0,0.133592736705577,,42,-0.207547169811321,,2009-08-01,30,2009-08-31,,,,Condo/Co-op,"Bucks County, PA",county,0.0208333333333333,-0.0625,,Pennsylvania,PA,2369
1,1.0,0.0,,,6,-0.4,,,,,158,50.0,,,,,201000.0,0.292604501607717,,,,,156450.0,-0.0659924539115484,,10,0.428571428571429,,2009-08-01,30,2009-08-31,,,,Condo/Co-op,"Butler County, PA",county,0.0,0.0,,Pennsylvania,PA,2370
1,0.962805973999951,0.0019199060730062,,,27,0.421052631578947,,124.0,0.0420168067226891,,84,-5.0,,160.44187269858,-0.0523559867456944,,189900.0,-0.0863054068683466,,170.068027210884,0.114285714285714,,195000.0,0.153846153846154,,31,-0.340425531914894,,2009-08-01,30,2009-08-31,,,,Condo/Co-op,"Chester County, PA",county,0.037037037037037,-0.0155945419103314,,Pennsylvania,PA,2375
1,0.964580285484876,0.0027059571104917,,,33,0.1,,131.0,-0.0575539568345323,,95,10.0,,158.86272362176,-0.0965495699399468,,158000.0,-0.0827285921625545,,146.941176470588,-0.0332432736390934,,154900.0,-0.122379603399433,,29,-0.147058823529412,,2009-08-01,30,2009-08-31,,,,Condo/Co-op,"Delaware County, PA",county,0.121212121212121,0.0545454545454545,,Pennsylvania,PA,2383
1,0.943620715329679,0.0127994406119509,,,5,0.25,,20.0,-0.0909090909090909,,122,48.0,,76.813027938515,-0.348845339971354,,142400.0,0.0363901018922852,,116.896918172157,0.270205260536895,,157000.0,0.61025641025641,,2,-0.75,,2009-08-01,30,2009-08-31,,,,Condo/Co-op,"Lehigh County, PA",county,0.2,-0.05,,Pennsylvania,PA,2399
1,0.954120783616183,-0.0039754167941525,,,70,0.206896551724138,,278.0,0.0451127819548873,,107,7.0,,148.936170212766,-0.0725874361421435,,166800.0,-0.0707520891364902,,149.872448979592,0.0021201904190479,,177172.0,-0.0197952973720609,,79,0.215384615384615,,2009-08-01,30,2009-08-31,,,,Condo/Co-op,"Montgomery County, PA",county,0.0714285714285714,-0.0147783251231527,,Pennsylvania,PA,2406
1,0.954340742419969,-0.000996223102426,,,74,-0.237113402061856,,461.0,0.213157894736842,,109,29.0,,341.410503659286,0.0258677771966864,,314900.0,0.0496666666666667,,293.529242844836,0.125307303450616,,267500.0,-0.0165441176470589,,164,0.782608695652174,,2009-08-01,30,2009-08-31,,,,Condo/Co-op,"Philadelphia County, PA",county,0.0945945945945946,0.0224296461409864,,Pennsylvania,PA,2411
1,1.0,0.0,,,4,1.0,,,,,124,5.0,,125.915080527086,-0.197091115010487,,172000.0,-0.124681933842239,,111.818181818182,-0.213691362018764,,119000.0,-0.352484907184969,,5,4.0,,2009-08-01,30,2009-08-31,,,,Condo/Co-op,"Washington County, PA",county,0.0,0.0,,Pennsylvania,PA,2423
